agent_id,model,route_chosen,pacing_chosen,total_time_min,energy_consumed,total_cost_usd,total_latency_ms,accuracy_pct,cost_per_correct_usd,on_time
agent-0213,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.17,11.9,0.001929,780.7,100.0,0.000964,True
agent-0214,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.49,11.9,0.001563,822.2,100.0,0.000782,True
agent-0215,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.08,11.9,5.4e-05,667.8,100.0,2.7e-05,True
agent-0216,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,5.99,13.2,0.000476,775.4,50.0,0.000476,False
agent-0217,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.7,11.9,0.000627,759.4,100.0,0.000313,True
agent-0218,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.43,11.9,0.001737,764.2,100.0,0.000869,True
agent-0219,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.8,11.9,0.000562,705.9,100.0,0.000281,True
agent-0220,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.5,11.9,0.001611,772.1,100.0,0.000806,True
agent-0221,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.3,11.9,0.001521,715.9,100.0,0.00076,True
agent-0222,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.34,11.9,0.001629,801.3,100.0,0.000814,True
agent-0223,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.71,9.52,5.3e-05,638.9,50.0,5.3e-05,True
agent-0224,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.27,11.9,6e-05,724.3,100.0,3e-05,True
agent-0225,google/gemini-2.0-flash,Expressway Alpha,Standard,5.22,13.2,5.7e-05,581.5,50.0,5.7e-05,False
agent-0226,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,6.99,14.56,5.6e-05,612.0,50.0,5.6e-05,False
agent-0227,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.15,11.9,0.001704,866.9,100.0,0.000852,True
agent-0228,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.0,11.9,0.000517,730.4,100.0,0.000258,True
agent-0229,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.26,11.9,5.4e-05,583.2,100.0,2.7e-05,True
agent-0230,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.13,11.9,0.001698,762.8,100.0,0.000849,True
agent-0231,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,9.26,9.52,0.000564,765.6,50.0,0.000564,True
agent-0232,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,9.21,9.52,0.000569,714.6,50.0,0.000569,True
agent-0233,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.31,11.9,0.001668,806.1,100.0,0.000834,True
agent-0234,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.81,14.28,0.000546,762.9,50.0,0.000546,True
agent-0235,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.63,11.9,5e-05,733.1,100.0,2.5e-05,True
agent-0236,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.09,11.9,0.000541,724.0,100.0,0.000271,True
agent-0237,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.44,11.9,0.000526,800.4,100.0,0.000263,True
agent-0238,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.75,11.9,0.000597,709.1,100.0,0.000298,True
agent-0239,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.62,11.9,0.001806,830.0,100.0,0.000903,True
agent-0240,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.08,11.9,5.4e-05,633.4,100.0,2.7e-05,True
agent-0241,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.66,11.9,0.000578,682.2,100.0,0.000289,True
agent-0242,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.89,11.9,0.000554,692.6,100.0,0.000277,True
agent-0243,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.13,12.0,6.1e-05,599.0,50.0,6.1e-05,False
agent-0244,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.89,11.9,0.000514,720.9,100.0,0.000257,True
agent-0245,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.72,11.9,0.001689,760.7,100.0,0.000844,True
agent-0246,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.42,11.9,0.000584,793.7,100.0,0.000292,True
agent-0247,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.64,11.9,0.000584,690.9,100.0,0.000292,True
agent-0248,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.96,11.9,0.000568,735.0,100.0,0.000284,True
agent-0249,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,6.27,12.0,0.00051,803.1,50.0,0.00051,False
agent-0250,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.32,11.9,0.001569,826.1,100.0,0.000785,True
agent-0251,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.46,11.9,0.001686,710.5,100.0,0.000843,True
agent-0252,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.07,11.9,0.000583,657.3,100.0,0.000291,True
agent-0253,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.99,11.9,0.000531,782.4,100.0,0.000266,True
agent-0254,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.17,11.9,0.00055,775.2,100.0,0.000275,True
agent-0255,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.26,11.9,0.000512,766.9,100.0,0.000256,True
agent-0256,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.31,11.9,0.00056,756.6,100.0,0.00028,True
agent-0257,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.37,11.9,5.9e-05,723.7,100.0,3e-05,True
agent-0258,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.03,11.9,5.8e-05,754.4,100.0,2.9e-05,True
agent-0259,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.58,11.9,0.000579,705.8,100.0,0.000289,True
agent-0260,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.09,11.9,0.000548,632.5,100.0,0.000274,True
agent-0261,google/gemini-2.0-flash,Expressway Alpha,Standard,5.29,13.2,5.2e-05,635.3,50.0,5.2e-05,False
agent-0262,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.52,11.9,0.001614,743.7,100.0,0.000807,True
agent-0263,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.55,11.9,0.001614,789.7,100.0,0.000807,True
agent-0264,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.52,11.9,4.9e-05,661.6,100.0,2.5e-05,True
agent-0265,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.5,11.9,0.000524,677.9,100.0,0.000262,True
agent-0266,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.97,11.9,0.000459,689.0,100.0,0.000229,True
agent-0267,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.2,11.9,0.001596,740.5,100.0,0.000798,True
agent-0268,anthropic/claude-sonnet-5,Mountain Pass Beta,Conserve,9.33,9.52,0.001575,773.3,50.0,0.001575,True
agent-0269,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.03,11.9,0.000559,728.2,100.0,0.00028,True
agent-0270,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.45,14.28,5.2e-05,663.7,50.0,5.2e-05,True
agent-0271,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.12,12.0,5.5e-05,693.1,50.0,5.5e-05,False
agent-0272,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.64,11.9,0.000479,832.5,100.0,0.00024,True
agent-0273,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.96,11.9,0.000557,667.7,100.0,0.000278,True
agent-0274,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.36,11.9,5.4e-05,578.1,100.0,2.7e-05,True
agent-0275,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.47,14.28,5.5e-05,588.8,50.0,5.5e-05,True
agent-0276,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.7,11.9,0.001632,829.7,100.0,0.000816,True
agent-0277,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,8.51,9.52,0.000506,636.2,50.0,0.000506,True
agent-0278,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.73,9.52,5.9e-05,565.6,50.0,5.9e-05,True
agent-0279,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.68,11.9,0.000584,767.5,100.0,0.000292,True
agent-0280,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,8.04,9.52,5.8e-05,641.0,50.0,5.8e-05,True
agent-0281,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.26,11.9,0.000595,695.0,100.0,0.000298,True
agent-0282,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.04,11.9,0.001812,747.4,100.0,0.000906,True
agent-0283,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.04,11.9,5.8e-05,685.4,100.0,2.9e-05,True
agent-0284,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,8.25,9.52,0.000585,683.7,50.0,0.000585,True
agent-0285,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.47,11.9,0.001671,818.8,100.0,0.000836,True
agent-0286,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.36,12.0,5e-05,658.8,50.0,5e-05,False
agent-0287,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.94,11.9,5.7e-05,561.0,100.0,2.8e-05,True
agent-0288,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.84,11.9,0.00055,682.9,100.0,0.000275,True
agent-0289,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.87,11.9,0.001809,802.1,100.0,0.000905,True
agent-0290,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.91,11.9,0.000542,765.3,100.0,0.000271,True
agent-0291,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.8,11.9,0.000502,725.3,100.0,0.000251,True
agent-0292,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.61,11.9,5.6e-05,679.9,100.0,2.8e-05,True
agent-0293,google/gemini-2.0-flash,Expressway Alpha,Push,4.43,15.84,6e-05,641.3,0.0,6e-05,False
agent-0294,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.72,11.9,0.00147,841.1,100.0,0.000735,True
agent-0295,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.64,11.9,0.000538,796.8,100.0,0.000269,True
agent-0296,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.53,11.9,5.5e-05,672.1,100.0,2.7e-05,True
agent-0297,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000581,793.5,100.0,0.000291,True
agent-0298,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.77,11.9,0.000588,680.6,100.0,0.000294,True
agent-0299,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.45,11.9,5.2e-05,677.8,100.0,2.6e-05,True
agent-0300,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.71,11.9,0.000614,809.8,100.0,0.000307,True
agent-0301,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.92,11.9,0.000566,618.9,100.0,0.000283,True
agent-0302,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.55,11.9,0.001671,873.8,100.0,0.000836,True
agent-0303,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.67,11.9,0.001683,731.9,100.0,0.000842,True
agent-0304,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.51,11.9,0.001527,822.6,100.0,0.000763,True
agent-0305,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.42,11.9,0.000539,737.9,100.0,0.000269,True
agent-0306,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.09,11.9,0.001662,872.5,100.0,0.000831,True
agent-0307,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.88,11.9,0.001584,814.1,100.0,0.000792,True
agent-0308,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.94,11.9,0.001617,791.8,100.0,0.000808,True
agent-0309,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.41,11.9,5.7e-05,640.4,100.0,2.9e-05,True
agent-0310,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.46,11.9,4.9e-05,700.2,100.0,2.5e-05,True
agent-0311,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.53,11.9,0.00046,706.7,100.0,0.00023,True
agent-0312,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.53,11.9,0.000608,747.4,100.0,0.000304,True
agent-0313,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.54,11.9,0.001578,732.6,100.0,0.000789,True
agent-0314,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.43,11.9,0.000525,785.8,100.0,0.000262,True
agent-0315,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.58,11.9,0.001827,784.0,100.0,0.000914,True
agent-0316,google/gemini-2.0-flash,Valley Highway Gamma,Conserve,6.65,9.6,5.6e-05,581.5,0.0,5.6e-05,False
agent-0317,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,8.56,14.56,0.000529,761.7,50.0,0.000529,False
agent-0318,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.42,11.9,0.00052,787.3,100.0,0.00026,True
agent-0319,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.65,11.9,0.000554,750.3,100.0,0.000277,True
agent-0320,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.13,11.9,0.001566,801.8,100.0,0.000783,True
agent-0321,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.24,11.9,5.1e-05,746.0,100.0,2.5e-05,True
agent-0322,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.32,11.9,0.001626,848.1,100.0,0.000813,True
agent-0323,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.28,11.9,5.4e-05,588.4,100.0,2.7e-05,True
agent-0324,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.22,11.9,5.2e-05,682.6,100.0,2.6e-05,True
agent-0325,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.92,11.9,0.00177,776.9,100.0,0.000885,True
agent-0326,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Push,7.11,17.47,0.000584,811.0,0.0,0.000584,False
agent-0327,google/gemini-2.0-flash,Expressway Alpha,Standard,5.24,13.2,5e-05,659.0,50.0,5e-05,False
agent-0328,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.35,11.9,5.6e-05,648.2,100.0,2.8e-05,True
agent-0329,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.01,11.9,0.000578,682.1,100.0,0.000289,True
agent-0330,anthropic/claude-haiku-4-5,Valley Highway Gamma,Push,5.2,14.4,0.000495,772.9,0.0,0.000495,False
agent-0331,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.09,11.9,0.00168,810.9,100.0,0.00084,True
agent-0332,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.52,12.0,5.3e-05,553.4,50.0,5.3e-05,False
agent-0333,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.2,11.9,5.4e-05,650.6,100.0,2.7e-05,True
agent-0334,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.5,11.9,5.6e-05,548.9,100.0,2.8e-05,True
agent-0335,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.91,11.9,0.001653,854.0,100.0,0.000826,True
agent-0336,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.79,11.9,0.000578,843.5,100.0,0.000289,True
agent-0337,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.43,11.9,5.2e-05,589.9,100.0,2.6e-05,True
agent-0338,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.72,11.9,0.001548,778.7,100.0,0.000774,True
agent-0339,google/gemini-2.0-flash,Expressway Alpha,Standard,5.07,13.2,5.6e-05,646.6,50.0,5.6e-05,False
agent-0340,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.43,11.9,0.000492,646.4,100.0,0.000246,True
agent-0341,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.28,11.9,0.001473,738.4,100.0,0.000736,True
agent-0342,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.58,11.9,0.000556,783.9,100.0,0.000278,True
agent-0343,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.18,11.9,0.000502,722.3,100.0,0.000251,True
agent-0344,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.11,11.9,0.00174,854.9,100.0,0.00087,True
agent-0345,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.8,14.28,0.000488,741.5,50.0,0.000488,True
agent-0346,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.31,11.9,5.3e-05,590.1,100.0,2.7e-05,True
agent-0347,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.37,11.9,0.001623,844.7,100.0,0.000811,True
agent-0348,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.18,11.9,5e-05,629.6,100.0,2.5e-05,True
agent-0349,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.36,11.9,0.001737,793.9,100.0,0.000868,True
agent-0350,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.09,11.9,0.000586,746.6,100.0,0.000293,True
agent-0351,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.38,11.9,0.001548,802.6,100.0,0.000774,True
agent-0352,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.63,11.9,5.8e-05,677.0,100.0,2.9e-05,True
agent-0353,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.33,11.9,0.000626,744.7,100.0,0.000313,True
agent-0354,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.22,11.9,5.5e-05,643.6,100.0,2.8e-05,True
agent-0355,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.53,11.9,0.000588,719.2,100.0,0.000294,True
agent-0356,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.61,11.9,0.00168,775.6,100.0,0.00084,True
agent-0357,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.17,14.56,4.9e-05,703.8,50.0,4.9e-05,False
agent-0358,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.39,11.9,0.001857,810.1,100.0,0.000929,True
agent-0359,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.2,11.9,0.000566,771.6,100.0,0.000283,True
agent-0360,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.39,11.9,0.000544,740.5,100.0,0.000272,True
agent-0361,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.7,11.9,0.000566,769.3,100.0,0.000283,True
agent-0362,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.22,11.9,5.7e-05,574.8,100.0,2.9e-05,True
agent-0363,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.91,11.9,5e-05,711.1,100.0,2.5e-05,True
agent-0364,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.13,11.9,0.001686,863.0,100.0,0.000843,True
agent-0365,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.89,11.9,0.000587,711.1,100.0,0.000294,True
agent-0366,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.67,11.9,0.001701,725.1,100.0,0.000851,True
agent-0367,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.53,11.9,5.4e-05,527.7,100.0,2.7e-05,True
agent-0368,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.69,11.9,0.001794,756.2,100.0,0.000897,True
agent-0369,anthropic/claude-sonnet-5,Mountain Pass Beta,Push,6.9,14.28,0.001797,748.4,50.0,0.001797,True
agent-0370,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.03,13.2,0.000544,767.9,50.0,0.000544,False
agent-0371,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.44,11.9,0.001551,775.1,100.0,0.000775,True
agent-0372,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.94,11.9,0.00065,721.7,100.0,0.000325,True
agent-0373,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.65,14.28,0.000564,637.9,50.0,0.000564,True
agent-0374,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.24,11.9,5.8e-05,595.3,100.0,2.9e-05,True
agent-0375,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.08,11.9,0.001632,813.9,100.0,0.000816,True
agent-0376,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.69,11.9,0.000607,760.0,100.0,0.000304,True
agent-0377,anthropic/claude-haiku-4-5,Valley Highway Gamma,Push,5.04,14.4,0.000552,707.5,0.0,0.000552,False
agent-0378,google/gemini-2.0-flash,Metro Transit Grid Delta,Conserve,8.78,11.65,5.6e-05,566.9,0.0,5.6e-05,False
agent-0379,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.95,11.9,0.001707,837.9,100.0,0.000854,True
agent-0380,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.27,11.9,0.000621,733.3,100.0,0.000311,True
agent-0381,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.18,11.9,5.3e-05,646.1,100.0,2.6e-05,True
agent-0382,google/gemini-2.0-flash,Metro Transit Grid Delta,Conserve,9.33,11.65,5.2e-05,702.7,0.0,5.2e-05,False
agent-0383,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.36,11.9,0.001527,898.9,100.0,0.000764,True
agent-0384,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.94,11.9,0.000594,745.8,100.0,0.000297,True
agent-0385,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.69,11.9,0.000482,776.7,100.0,0.000241,True
agent-0386,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.17,11.9,0.001578,878.5,100.0,0.000789,True
agent-0387,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.08,11.9,0.000635,797.1,100.0,0.000317,True
agent-0388,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.37,11.9,0.001692,804.7,100.0,0.000846,True
agent-0389,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.14,12.0,5.2e-05,694.2,50.0,5.2e-05,False
agent-0390,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.34,11.9,0.001695,788.2,100.0,0.000847,True
agent-0391,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.33,12.0,5.2e-05,624.0,50.0,5.2e-05,False
agent-0392,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.84,9.52,6.1e-05,707.1,50.0,6.1e-05,True
agent-0393,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.81,11.9,0.000584,666.7,100.0,0.000292,True
agent-0394,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,8.17,9.52,5.5e-05,620.7,50.0,5.5e-05,True
agent-0395,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.99,11.9,0.001815,688.2,100.0,0.000907,True
agent-0396,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.27,11.9,5.3e-05,681.5,100.0,2.7e-05,True
agent-0397,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.17,12.0,4.9e-05,670.4,50.0,4.9e-05,False
agent-0398,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000623,690.9,100.0,0.000312,True
agent-0399,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.72,11.9,0.000576,693.6,100.0,0.000288,True
agent-0400,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.48,11.9,0.001668,725.5,100.0,0.000834,True
agent-0401,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.34,11.9,0.000595,770.1,100.0,0.000298,True
agent-0402,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.29,11.9,0.001818,783.9,100.0,0.000909,True
agent-0403,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.29,11.9,0.001602,788.3,100.0,0.000801,True
agent-0404,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.04,11.9,0.001686,876.1,100.0,0.000843,True
agent-0405,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.79,11.9,0.001647,817.6,100.0,0.000824,True
agent-0406,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.07,11.9,0.001725,779.8,100.0,0.000862,True
agent-0407,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,8.62,9.52,0.000575,725.7,50.0,0.000575,True
agent-0408,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.18,11.9,0.001788,775.3,100.0,0.000894,True
agent-0409,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.65,11.9,5.5e-05,684.5,100.0,2.8e-05,True
agent-0410,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.12,11.9,5.3e-05,658.6,100.0,2.7e-05,True
agent-0411,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.99,9.52,4.9e-05,626.0,50.0,4.9e-05,True
agent-0412,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.48,11.9,0.001413,768.7,100.0,0.000706,True
agent-0413,google/gemini-2.0-flash,Expressway Alpha,Push,4.36,15.84,5.9e-05,615.1,0.0,5.9e-05,False
agent-0414,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.13,11.9,0.000532,702.4,100.0,0.000266,True
agent-0415,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.42,11.9,0.001656,801.0,100.0,0.000828,True
agent-0416,google/gemini-2.0-flash,Valley Highway Gamma,Push,4.46,14.4,5.8e-05,704.3,0.0,5.8e-05,False
agent-0417,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.9,11.9,0.001716,719.2,100.0,0.000858,True
agent-0418,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.35,11.9,4.9e-05,563.3,100.0,2.5e-05,True
agent-0419,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.29,11.9,0.001587,892.6,100.0,0.000793,True
agent-0420,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.32,11.9,0.00168,831.5,100.0,0.00084,True
agent-0421,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.95,11.9,0.000626,724.0,100.0,0.000313,True
agent-0422,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.44,11.9,0.00171,854.5,100.0,0.000855,True
agent-0423,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.01,11.9,5e-05,624.1,100.0,2.5e-05,True
agent-0424,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.32,11.9,0.000547,746.8,100.0,0.000273,True
agent-0425,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,6.98,14.56,5.9e-05,710.6,50.0,5.9e-05,False
agent-0426,google/gemini-2.0-flash,Expressway Alpha,Standard,5.42,13.2,5.3e-05,639.6,50.0,5.3e-05,False
